#Time_points	A7	A10	A12	D7	D10	D12	F7	F10	F12	H7	H10	H12
18:50:00	-16.7	-45.6	-89.6	-88.3	288.8	750.5	-1.2	1415.6	1311.6	-110.5	-259.7	19.8
18:55:00	-14.8	-58.0	-74.2	-68.0	307.9	715.7	23.2	1449.6	1127.8	-93.2	-183.1	33.0
19:00:00	-9.6	-59.5	-82.3	-48.4	320.3	665.5	51.5	1452.4	975.1	-87.4	-115.5	39.7
19:05:00	-6.9	-57.9	-96.1	-51.1	347.7	620.6	81.9	1429.8	879.4	-100.0	-77.6	39.9
19:10:00	-6.5	-67.4	-94.9	-69.2	393.4	574.2	115.7	1394.8	759.1	-108.5	-86.1	58.3
19:15:00	-7.1	-79.8	-86.7	-74.9	413.8	491.4	156.6	1322.6	579.1	-97.5	-138.2	78.4
19:20:00	-4.5	-82.5	-82.5	-56.5	405.1	390.0	180.2	1243.9	404.4	-80.3	-179.2	80.3
19:25:00	-0.9	-71.3	-85.8	-33.0	394.6	301.2	179.4	1203.0	245.8	-69.7	-171.9	59.3
19:30:00	-2.7	-57.5	-90.1	-21.5	385.0	210.5	186.8	1132.8	57.5	-69.8	-130.8	24.1
19:35:00	-6.8	-52.2	-74.7	-22.4	377.4	129.5	216.0	1027.4	-139.5	-67.8	-92.7	0.4
19:40:00	-6.8	-51.7	-53.2	-33.4	401.1	74.7	262.2	947.7	-298.3	-61.4	-57.3	-6.1
19:45:00	-6.1	-53.1	-53.9	-42.7	424.8	0.3	303.2	888.0	-432.1	-51.6	10.5	-2.0
19:50:00	-9.2	-54.6	-67.9	-40.1	416.2	-96.2	314.8	818.9	-594.5	-41.7	87.0	14.4
19:55:00	-12.5	-52.8	-77.1	-40.3	399.6	-172.5	314.6	705.3	-773.1	-36.6	155.2	30.3
20:00:00	-11.3	-47.0	-80.6	-42.9	366.4	-228.0	334.6	567.7	-933.3	-27.5	212.4	31.7
20:05:00	-8.5	-43.1	-80.3	-31.6	320.3	-284.9	360.6	437.4	-1076.8	-20.6	219.6	23.3
20:10:00	-7.6	-45.0	-83.2	-19.6	282.0	-362.9	344.1	319.1	-1169.7	-19.6	180.0	0.5
20:15:00	-6.5	-49.6	-87.9	-32.6	253.2	-432.0	295.9	215.8	-1228.6	-19.4	150.2	-28.0
20:20:00	-5.3	-52.1	-79.4	-57.4	237.4	-458.5	262.2	83.3	-1327.6	-17.7	156.2	-62.2
20:25:00	-5.9	-54.1	-71.9	-60.1	221.0	-495.9	270.6	-75.7	-1455.6	-21.3	159.1	-104.5
20:30:00	-7.2	-58.8	-78.6	-50.4	191.2	-577.6	291.1	-189.2	-1554.8	-29.8	117.8	-134.4
20:35:00	-6.9	-62.8	-86.0	-47.7	155.7	-650.0	305.6	-239.0	-1594.6	-33.7	78.8	-147.7
20:40:00	-4.9	-60.6	-76.9	-39.9	118.9	-675.7	322.6	-311.2	-1559.8	-30.3	66.7	-154.4
20:45:00	-4.9	-56.4	-58.9	-34.9	84.1	-670.8	325.0	-454.8	-1490.1	-19.7	67.4	-156.1
20:50:00	-6.8	-51.8	-47.9	-41.9	54.6	-656.6	310.2	-617.1	-1452.7	-13.0	66.2	-153.0
20:55:00	-5.1	-47.4	-51.1	-46.9	37.6	-644.3	288.3	-731.2	-1449.5	-20.3	28.3	-171.2
21:00:00	-2.2	-44.4	-64.1	-43.8	20.2	-640.4	265.8	-787.7	-1449.9	-39.6	-16.8	-220.2
21:05:00	-3.7	-46.1	-72.2	-42.4	-13.9	-625.4	243.2	-855.7	-1429.6	-57.5	-15.9	-245.6
21:10:00	-7.1	-55.9	-65.8	-46.0	-63.3	-574.4	221.3	-951.8	-1384.2	-66.6	-1.5	-235.9
21:15:00	-8.3	-63.1	-50.1	-50.9	-110.1	-525.9	199.1	-1043.9	-1307.3	-69.0	-27.1	-240.0
21:20:00	-5.9	-60.6	-37.7	-54.0	-137.9	-516.6	178.1	-1091.3	-1167.6	-66.3	-88.2	-265.9
21:25:00	-2.0	-53.5	-36.7	-53.9	-176.1	-499.9	162.6	-1084.5	-992.4	-63.2	-143.2	-301.4
21:30:00	-0.3	-45.3	-43.4	-57.4	-224.0	-451.2	164.6	-1083.2	-843.4	-67.0	-178.0	-340.1
21:35:00	-0.7	-46.6	-46.6	-69.9	-231.1	-409.8	177.6	-1088.3	-716.2	-84.9	-194.9	-347.4
21:40:00	-1.4	-62.8	-51.1	-81.5	-199.7	-365.1	172.6	-1066.6	-624.0	-101.3	-210.8	-321.7
21:45:00	-1.8	-76.4	-61.9	-79.4	-186.6	-305.0	133.7	-1027.7	-545.0	-90.3	-239.5	-290.7
21:50:00	-0.9	-79.0	-71.3	-75.5	-173.7	-257.9	81.8	-1002.3	-412.7	-73.2	-278.0	-282.4
21:55:00	-0.0	-76.3	-77.0	-80.4	-145.3	-210.6	52.4	-996.4	-205.6	-74.7	-328.7	-308.3
22:00:00	-1.2	-67.0	-78.2	-83.2	-159.4	-146.7	36.5	-940.9	7.1	-97.2	-372.4	-347.0
22:05:00	-4.3	-54.1	-80.5	-77.7	-196.6	-91.5	3.3	-848.4	172.5	-135.4	-379.8	-357.5
22:10:00	-8.3	-47.2	-81.2	-69.9	-201.2	-22.4	-27.9	-790.1	346.9	-166.9	-349.1	-338.0
22:15:00	-11.4	-50.5	-70.3	-68.5	-207.7	66.9	-37.6	-748.7	534.7	-176.6	-313.7	-319.5
22:20:00	-13.2	-55.0	-57.4	-73.1	-230.5	142.2	-45.3	-682.6	688.4	-165.8	-337.0	-306.6
22:25:00	-10.9	-47.8	-52.2	-76.4	-233.2	216.9	-71.9	-586.1	839.2	-140.5	-436.7	-304.3
22:30:00	-6.5	-40.3	-59.5	-74.4	-220.5	306.4	-95.5	-465.2	988.8	-122.6	-537.5	-323.1
22:35:00	-3.9	-42.5	-74.7	-69.8	-211.3	401.9	-117.7	-334.2	1104.6	-116.8	-564.4	-335.6
22:40:00	-2.4	-42.5	-80.5	-65.8	-198.6	469.7	-135.7	-224.6	1206.4	-107.3	-533.9	-336.2
22:45:00	-3.3	-34.7	-68.2	-70.1	-165.6	514.9	-115.6	-120.5	1304.7	-98.2	-508.7	-338.3
22:50:00	-6.9	-32.6	-51.3	-81.5	-137.3	575.1	-80.2	13.3	1402.2	-102.2	-519.7	-326.7
22:55:00	-8.5	-38.8	-51.9	-93.0	-113.9	610.3	-72.5	143.7	1499.4	-116.9	-553.8	-304.7
23:00:00	-6.6	-41.2	-64.6	-98.3	-94.4	616.2	-98.0	233.6	1592.6	-122.1	-555.3	-292.8
23:05:00	-3.4	-36.8	-73.3	-97.6	-80.4	654.7	-124.1	331.0	1675.3	-114.2	-504.5	-289.0
23:10:00	1.3	-36.4	-76.4	-96.8	-54.9	728.1	-126.5	460.6	1729.0	-102.5	-456.7	-267.2
23:15:00	3.2	-44.5	-77.4	-93.0	-44.8	797.8	-122.7	576.2	1767.5	-91.1	-436.5	-245.1
23:20:00	-0.6	-50.7	-67.6	-90.7	-35.6	827.1	-123.9	649.5	1791.0	-83.4	-427.5	-238.0
23:25:00	-5.6	-48.0	-50.7	-100.0	-17.1	840.4	-112.1	714.1	1816.8	-76.9	-419.4	-217.2
23:30:00	-8.4	-41.0	-47.7	-111.8	-26.0	874.3	-87.7	825.6	1861.0	-68.1	-405.7	-195.9
23:35:00	-8.2	-36.8	-58.3	-115.3	-35.9	891.7	-68.6	947.9	1900.3	-67.0	-375.0	-183.2
23:40:00	-7.3	-38.6	-62.7	-110.9	-16.3	890.0	-51.4	1024.3	1926.9	-71.5	-332.4	-140.3
23:45:00	-7.1	-44.3	-59.6	-105.0	29.3	875.1	-36.7	1076.8	1916.0	-65.9	-306.4	-93.2
23:50:00	-7.7	-48.4	-56.4	-113.2	77.0	820.7	-51.7	1140.1	1838.1	-49.6	-308.1	-99.5
23:55:00	-8.3	-44.5	-47.8	-118.4	77.8	778.4	-61.3	1193.5	1723.6	-37.7	-310.8	-138.3
24:00:00	-7.6	-35.9	-32.4	-100.9	37.7	784.5	-28.6	1229.2	1629.0	-34.4	-285.5	-151.1
24:05:00	-4.4	-33.3	-24.2	-79.9	23.1	796.8	-5.0	1261.6	1563.6	-33.0	-244.3	-118.0
24:10:00	-2.3	-38.3	-31.9	-84.4	64.4	802.9	-19.5	1305.5	1494.9	-40.0	-214.4	-77.8
24:15:00	-4.7	-43.6	-42.8	-97.3	141.3	791.3	-40.6	1377.4	1415.1	-51.7	-203.7	-59.9
24:20:00	-6.6	-42.6	-46.2	-90.4	203.0	771.0	-37.3	1419.0	1310.4	-51.8	-204.3	-63.6
24:25:00	-5.6	-33.4	-47.3	-76.1	222.9	762.6	-23.0	1380.0	1173.4	-46.3	-218.3	-70.7
24:30:00	-2.1	-28.1	-54.8	-67.9	230.9	734.5	-1.0	1316.9	1028.8	-47.5	-226.3	-74.1
24:35:00	-0.4	-29.2	-57.8	-57.3	241.6	660.4	32.8	1298.7	898.2	-47.0	-205.9	-72.9
24:40:00	-5.3	-29.9	-53.0	-47.6	229.2	569.7	62.6	1300.3	803.4	-44.5	-167.8	-71.4
24:45:00	-11.4	-29.5	-50.0	-53.4	177.3	505.4	67.0	1284.8	699.3	-56.5	-136.0	-78.1
24:50:00	-11.4	-27.2	-42.3	-67.4	130.1	467.9	52.0	1260.7	535.6	-66.2	-105.9	-81.1
24:55:00	-7.1	-27.2	-31.5	-74.8	136.5	417.8	57.8	1230.9	362.8	-50.4	-75.3	-85.1
25:00:00	-3.4	-37.0	-31.8	-66.6	169.7	364.8	86.7	1156.3	223.6	-29.1	-70.1	-98.7
25:05:00	-1.5	-45.1	-46.1	-43.9	191.8	319.8	110.7	1047.2	99.1	-20.4	-83.0	-103.6
25:10:00	-1.1	-41.1	-57.8	-27.2	185.4	271.8	127.4	950.3	-18.3	-23.5	-89.6	-80.2
25:15:00	-2.3	-33.5	-56.0	-24.9	142.6	231.5	143.2	889.6	-103.1	-38.8	-88.5	-57.0
25:20:00	-4.3	-25.9	-55.9	-24.3	82.4	185.7	163.7	843.8	-195.7	-56.4	-74.7	-61.9
25:25:00	-4.0	-18.3	-63.9	-20.2	37.8	120.1	185.1	746.1	-339.5	-57.3	-61.9	-83.9
25:30:00	-1.3	-18.0	-68.0	-19.6	17.5	64.6	191.9	614.1	-466.2	-44.6	-61.9	-106.9
25:35:00	1.5	-21.4	-66.4	-25.2	-12.0	52.8	191.0	525.4	-517.9	-35.7	-73.4	-119.9
25:40:00	2.0	-21.1	-65.0	-27.5	-59.9	36.9	195.7	475.3	-529.0	-33.0	-103.2	-99.5
25:45:00	-0.8	-19.4	-63.6	-23.0	-93.7	-10.4	202.2	418.7	-570.1	-31.0	-146.1	-57.6
25:50:00	-4.2	-18.5	-59.9	-24.6	-127.5	-49.4	204.6	337.7	-670.7	-33.0	-176.9	-39.1
25:55:00	-7.1	-21.5	-55.8	-30.5	-175.0	-88.4	198.0	231.8	-786.2	-37.6	-184.2	-45.9
26:00:00	-9.9	-24.9	-53.1	-29.7	-202.0	-114.1	192.4	139.6	-852.1	-35.9	-162.6	-60.8
26:05:00	-8.6	-25.9	-51.7	-20.4	-210.9	-142.0	195.0	75.8	-856.5	-31.6	-110.9	-74.1
26:10:00	-4.3	-24.6	-53.2	-13.1	-213.9	-209.5	193.2	13.6	-828.2	-32.9	-58.9	-74.5
26:15:00	-3.6	-20.0	-57.9	-11.9	-185.9	-266.3	180.7	-72.4	-802.4	-40.4	-31.5	-63.2
26:20:00	-4.0	-17.1	-59.8	-9.7	-126.6	-247.4	160.6	-159.5	-812.6	-46.7	-11.7	-53.3
26:25:00	-2.4	-19.0	-54.7	-0.9	-60.2	-181.0	148.3	-202.9	-864.0	-47.0	11.7	-60.5
26:30:00	-1.4	-21.1	-52.0	10.3	30.9	-151.0	144.6	-245.9	-904.7	-44.8	15.3	-89.2
26:35:00	-1.2	-20.9	-53.1	8.8	158.5	-173.4	144.8	-335.8	-897.2	-48.4	-14.9	-136.3
26:40:00	-0.7	-21.6	-47.4	-6.3	273.6	-189.4	160.7	-441.9	-825.7	-59.6	-57.3	-162.6
26:45:00	-3.3	-24.4	-40.1	-17.7	342.0	-197.8	153.8	-538.5	-718.6	-65.6	-65.9	-146.2
26:50:00	-7.6	-29.1	-41.6	-22.1	375.8	-225.9	111.5	-587.5	-657.4	-64.1	-29.3	-116.9
26:55:00	-9.2	-32.5	-49.1	-23.0	385.1	-225.2	93.8	-546.3	-640.5	-66.1	8.1	-108.2
27:00:00	-7.3	-30.4	-53.3	-15.5	381.8	-177.6	98.8	-473.5	-611.8	-65.5	5.2	-116.8
27:05:00	-2.6	-22.3	-53.0	1.0	390.4	-117.1	85.1	-463.1	-556.8	-57.6	-19.9	-121.7
27:10:00	-0.1	-11.3	-51.5	16.1	409.8	-70.9	58.7	-505.9	-454.5	-54.4	-28.5	-129.3
27:15:00	-0.5	-3.5	-51.1	15.3	412.9	-43.1	48.0	-544.3	-334.6	-61.8	-6.8	-140.6
27:20:00	-0.8	-1.3	-48.0	7.3	386.1	-26.4	52.2	-552.7	-270.0	-79.8	17.6	-137.7
27:25:00	-1.4	-0.6	-43.2	3.3	348.1	-26.8	47.3	-552.3	-229.6	-88.9	-12.0	-133.1
27:30:00	-2.9	-1.9	-44.1	-0.2	311.7	-31.6	28.4	-554.5	-171.0	-77.2	-68.8	-136.9
27:35:00	-3.4	-6.2	-47.6	-2.6	290.2	-2.0	-3.0	-537.1	-90.6	-69.6	-93.4	-133.4
27:40:00	-2.5	-12.8	-42.3	-4.1	302.6	68.2	-28.8	-484.3	20.3	-70.9	-88.5	-123.1
27:45:00	-1.5	-20.9	-31.1	-5.3	308.5	127.2	-36.7	-414.6	145.1	-66.4	-96.1	-114.3
27:50:00	-0.5	-23.1	-25.0	-1.9	289.9	147.0	-40.4	-355.6	249.0	-68.6	-102.6	-106.6
27:55:00	1.3	-15.9	-28.2	1.4	269.7	155.6	-41.3	-292.7	340.2	-84.7	-91.3	-106.0
28:00:00	2.2	-6.8	-36.0	4.0	246.3	170.2	-38.6	-235.5	419.3	-97.2	-88.2	-125.8
28:05:00	-2.0	-3.3	-41.7	9.0	241.8	178.1	-40.4	-230.5	507.8	-93.2	-101.4	-149.0
28:10:00	-6.9	-2.5	-40.6	10.4	256.3	189.1	-53.4	-226.0	627.1	-84.6	-120.0	-148.5
28:15:00	-6.4	-0.3	-38.0	12.9	248.5	224.2	-67.8	-202.1	736.0	-76.8	-133.8	-132.3
28:20:00	-3.4	4.8	-39.4	11.8	217.5	292.3	-81.3	-174.3	804.5	-69.1	-131.8	-123.6
28:25:00	-1.7	7.8	-39.3	2.2	206.7	366.9	-98.8	-100.5	832.7	-69.9	-119.7	-120.7
28:30:00	-1.6	2.2	-39.4	-11.7	218.6	392.2	-107.9	18.1	844.9	-69.8	-121.4	-123.7
28:35:00	-2.2	-5.6	-46.6	-24.6	240.7	367.7	-112.2	127.0	877.4	-57.7	-128.6	-133.6
28:40:00	-2.8	-7.1	-50.2	-27.9	266.2	339.4	-124.4	203.2	921.4	-46.1	-121.3	-138.3
28:45:00	-3.3	-7.7	-45.9	-22.3	267.6	347.9	-140.1	286.4	974.7	-54.8	-118.4	-135.3
28:50:00	-3.7	-14.5	-46.2	-15.0	257.9	372.3	-147.2	384.9	1005.8	-71.4	-125.0	-132.7
28:55:00	-2.3	-19.5	-49.3	-12.0	266.8	406.6	-130.1	427.6	972.1	-74.0	-122.4	-137.6
29:00:00	-0.5	-15.6	-45.4	-16.8	280.1	449.8	-110.9	442.2	923.9	-66.3	-120.2	-146.8
29:05:00	0.4	-9.5	-39.1	-27.0	280.9	455.7	-115.7	491.2	922.3	-61.1	-124.6	-150.0
29:10:00	0.5	-8.1	-37.4	-34.2	270.6	431.6	-131.8	541.8	918.7	-64.8	-137.8	-145.1
29:15:00	-0.3	-8.6	-38.4	-35.9	240.9	414.4	-142.3	555.2	889.4	-71.2	-175.5	-137.1
29:20:00	-1.6	-8.1	-38.3	-36.8	194.5	388.8	-138.5	554.3	886.7	-74.1	-237.8	-132.4
29:25:00	-3.0	-8.8	-35.3	-31.7	149.1	356.7	-138.6	590.4	897.0	-76.4	-285.3	-123.8
29:30:00	-3.0	-13.4	-32.4	-23.6	126.2	344.8	-147.7	654.0	886.4	-78.3	-298.6	-112.4
29:35:00	-1.3	-20.2	-32.9	-20.3	133.8	342.3	-135.6	725.1	856.4	-80.6	-300.6	-107.2
29:40:00	1.5	-22.6	-38.8	-24.8	147.4	345.8	-109.5	784.5	825.5	-88.4	-298.9	-101.4
29:45:00	4.3	-17.9	-41.4	-33.8	148.8	354.6	-107.9	806.0	773.5	-95.8	-292.1	-97.1
29:50:00	4.9	-13.1	-37.1	-28.7	145.8	339.6	-116.7	790.9	689.6	-92.3	-289.7	-105.9
29:55:00	3.2	-15.1	-40.2	-16.2	147.6	283.2	-119.4	766.5	590.0	-83.4	-300.9	-118.1
30:00:00	0.9	-22.1	-50.0	-18.7	166.2	217.9	-122.9	748.3	484.8	-81.8	-319.5	-118.7
30:05:00	-0.8	-24.5	-52.9	-29.9	191.4	172.5	-120.9	728.5	408.8	-87.9	-330.1	-109.5
30:10:00	-2.8	-18.9	-47.8	-39.3	188.9	130.0	-111.9	730.2	392.2	-91.4	-317.7	-97.7
30:15:00	-3.3	-11.5	-41.0	-44.3	158.1	102.6	-104.0	755.8	391.8	-91.4	-280.0	-90.7
30:20:00	-1.3	-11.9	-35.2	-44.2	135.4	83.1	-95.6	734.7	348.6	-84.9	-240.2	-93.3
30:25:00	-1.4	-17.8	-33.6	-44.0	129.2	52.1	-82.8	640.6	264.0	-76.4	-224.8	-96.3
30:30:00	-3.2	-20.5	-36.2	-41.5	126.5	36.8	-70.6	542.3	195.0	-75.8	-235.8	-97.5
30:35:00	-2.7	-20.0	-36.8	-31.5	118.4	45.8	-56.2	479.8	144.8	-78.9	-244.2	-103.0
30:40:00	-3.4	-20.9	-32.5	-23.8	121.8	18.5	-46.2	457.8	69.3	-80.2	-238.3	-103.9
30:45:00	-3.8	-22.2	-26.2	-25.7	132.8	-45.5	-49.5	450.1	-9.6	-78.8	-227.4	-110.5
30:50:00	-0.7	-20.2	-21.8	-37.3	123.2	-88.9	-49.6	415.1	-70.7	-76.8	-211.3	-124.9
30:55:00	1.2	-19.8	-22.5	-51.0	105.3	-121.6	-40.6	353.4	-137.6	-80.7	-196.9	-133.1
31:00:00	-0.9	-21.8	-27.8	-55.3	87.5	-147.3	-28.1	298.7	-207.4	-88.3	-193.8	-136.2
31:05:00	-4.1	-23.7	-35.8	-48.7	80.2	-135.4	-14.4	259.7	-246.7	-84.8	-191.3	-133.5
31:10:00	-4.3	-22.2	-43.2	-34.6	97.1	-111.1	-3.0	206.0	-254.7	-71.9	-186.7	-130.5
31:15:00	-1.8	-15.0	-46.0	-21.9	113.3	-116.0	3.4	184.5	-264.6	-69.2	-182.8	-134.2
31:20:00	-1.2	-8.8	-42.4	-16.3	100.1	-127.3	13.0	199.3	-283.2	-76.0	-174.3	-130.3
31:25:00	-2.2	-8.6	-37.2	-18.4	64.4	-126.4	11.7	137.2	-319.0	-71.2	-165.2	-114.8
31:30:00	-1.3	-10.8	-36.8	-25.5	28.9	-150.5	-18.7	2.4	-369.1	-57.0	-160.4	-105.7
31:35:00	0.5	-12.2	-38.3	-31.5	16.8	-200.7	-51.9	-78.7	-420.2	-48.4	-155.0	-109.8
31:40:00	-0.2	-12.7	-40.1	-32.8	38.9	-240.2	-55.0	-84.8	-489.0	-50.6	-141.1	-115.9
31:45:00	-1.5	-13.6	-39.6	-31.7	72.3	-250.8	-38.5	-92.3	-545.2	-59.8	-131.6	-118.7
31:50:00	-1.0	-13.2	-36.8	-30.6	78.1	-255.5	-25.9	-119.5	-553.0	-63.7	-152.8	-124.0
31:55:00	-1.3	-11.4	-36.3	-31.3	58.4	-270.7	-20.0	-165.8	-548.0	-61.1	-190.5	-123.9
32:00:00	-2.4	-9.8	-38.3	-30.5	51.7	-288.8	-8.0	-246.7	-559.3	-58.1	-200.1	-119.6
32:05:00	-3.1	-9.0	-38.3	-28.0	44.5	-295.6	2.8	-342.6	-566.2	-57.7	-176.7	-113.5
32:10:00	-2.5	-7.6	-34.1	-30.4	16.7	-273.3	0.5	-386.2	-572.7	-59.8	-153.4	-97.3
32:15:00	0.2	-3.0	-31.7	-37.3	-13.3	-242.2	-6.0	-355.4	-576.1	-58.4	-150.4	-81.9
32:20:00	1.8	0.1	-31.1	-41.1	-51.3	-240.9	-0.8	-318.9	-540.0	-57.1	-161.6	-92.9
32:25:00	0.8	1.3	-28.2	-37.3	-84.2	-238.4	3.9	-307.3	-456.2	-61.5	-171.6	-114.3
32:30:00	-0.8	5.0	-24.7	-28.1	-95.0	-200.9	-22.5	-316.2	-400.8	-64.9	-165.6	-118.5
32:35:00	-2.5	5.9	-24.4	-26.5	-103.2	-153.8	-58.0	-357.7	-415.9	-65.2	-137.4	-119.1
32:40:00	-4.2	2.3	-28.1	-35.8	-96.8	-123.1	-60.0	-439.8	-448.6	-67.1	-109.2	-123.7
32:45:00	-4.1	-1.7	-33.8	-44.6	-78.6	-114.3	-37.5	-484.2	-450.4	-69.1	-95.7	-118.4
32:50:00	-1.9	-1.8	-39.5	-47.6	-68.3	-124.2	-30.0	-448.8	-384.6	-66.7	-79.7	-106.3
32:55:00	-0.4	0.9	-41.8	-50.2	-67.1	-137.5	-41.0	-426.7	-284.7	-63.1	-62.7	-98.2
33:00:00	-0.1	-0.8	-36.8	-53.6	-78.8	-141.7	-45.4	-432.9	-239.1	-63.3	-51.8	-103.2
33:05:00	-2.0	-7.0	-28.3	-49.5	-92.3	-115.2	-39.6	-413.8	-232.1	-60.2	-58.9	-118.5
33:10:00	-5.5	-9.0	-26.2	-41.6	-105.3	-70.9	-30.6	-417.5	-213.7	-55.5	-88.1	-130.4
33:15:00	-5.3	-5.7	-30.1	-40.2	-142.3	-33.6	-17.6	-491.5	-187.2	-54.4	-111.9	-126.5
33:20:00	-0.9	-6.3	-31.3	-37.1	-184.0	-6.0	-4.2	-580.8	-156.1	-51.6	-109.9	-114.9
33:25:00	1.9	-10.2	-30.3	-25.7	-178.6	3.3	-14.7	-577.3	-114.7	-47.4	-93.9	-112.0
33:30:00	-0.6	-9.5	-31.9	-20.4	-126.9	2.0	-51.1	-475.9	-44.1	-44.4	-84.2	-113.6
33:35:00	-3.2	-4.7	-33.8	-26.7	-79.6	22.9	-70.9	-369.6	38.0	-39.8	-98.8	-118.9
33:40:00	-1.7	-0.7	-33.3	-34.3	-62.4	83.3	-57.1	-274.8	96.5	-34.9	-119.9	-128.9
33:45:00	-0.1	1.1	-31.0	-33.8	-60.2	138.8	-34.5	-179.7	136.0	-31.7	-124.9	-134.8
33:50:00	-0.8	1.1	-31.0	-28.8	-74.3	139.9	-28.4	-109.4	166.8	-34.1	-128.2	-130.7
33:55:00	-4.1	0.1	-34.5	-28.4	-97.6	112.7	-48.9	-124.0	156.3	-40.6	-133.4	-120.2
34:00:00	-8.1	-2.8	-32.8	-29.8	-132.6	88.9	-75.0	-198.0	91.6	-42.8	-140.9	-110.0
34:05:00	-8.4	-5.6	-25.8	-29.9	-158.1	69.7	-83.5	-205.9	38.0	-42.9	-155.0	-104.7
34:10:00	-4.0	-4.4	-22.2	-28.7	-146.0	58.1	-80.1	-117.3	46.2	-46.4	-157.8	-109.0
34:15:00	-0.3	-2.4	-22.0	-27.8	-124.2	69.4	-79.1	-12.5	128.3	-43.7	-137.7	-120.3
34:20:00	1.5	-4.4	-18.6	-29.8	-111.2	111.1	-79.4	42.7	234.4	-34.4	-105.5	-113.1
34:25:00	0.3	-5.9	-15.2	-32.8	-98.7	159.7	-75.0	41.7	282.4	-29.3	-81.9	-89.8
34:30:00	-3.0	-4.8	-16.9	-36.2	-75.7	200.6	-77.8	17.1	267.4	-26.2	-81.1	-85.5
34:35:00	-5.5	-4.4	-20.2	-35.7	-58.0	240.1	-95.0	-24.0	255.1	-23.2	-96.6	-103.3
34:40:00	-5.7	-4.4	-24.9	-32.5	-63.8	249.2	-102.7	-60.8	276.2	-25.3	-99.4	-122.3
34:45:00	-3.1	-5.8	-28.9	-23.8	-70.9	199.4	-99.4	-36.3	290.2	-29.5	-79.3	-126.5
34:50:00	-1.5	-6.8	-25.6	-13.5	-61.8	132.3	-111.5	45.2	280.7	-27.9	-63.1	-125.3
34:55:00	-2.2	-4.6	-20.0	-14.2	-69.0	104.4	-130.9	139.7	277.6	-20.0	-64.5	-126.6
35:00:00	-3.9	-2.2	-19.3	-20.3	-105.4	112.0	-140.9	217.7	290.4	-15.7	-78.5	-123.7
35:05:00	-4.3	-3.8	-24.4	-16.7	-118.5	119.7	-139.5	269.3	309.1	-19.4	-91.1	-123.2
35:10:00	-2.6	-8.0	-29.9	-11.9	-96.3	123.2	-131.7	286.1	327.7	-26.0	-90.5	-118.6
35:15:00	-3.7	-9.3	-29.1	-20.0	-87.2	122.6	-124.0	255.3	340.2	-29.0	-89.0	-106.7
35:20:00	-4.4	-7.9	-26.8	-28.2	-87.8	118.2	-119.6	217.3	336.2	-25.8	-88.2	-100.3
35:25:00	-0.6	-10.2	-28.8	-23.2	-64.4	132.5	-123.0	234.0	324.6	-21.5	-77.4	-98.0
35:30:00	0.7	-15.9	-27.2	-15.0	-20.4	145.3	-138.1	288.8	335.2	-22.7	-65.8	-97.2
35:35:00	-3.7	-16.8	-18.0	-17.3	18.8	132.5	-157.1	313.6	355.1	-25.4	-65.9	-100.0
35:40:00	-6.0	-11.3	-10.1	-23.7	23.9	103.7	-159.6	329.1	344.7	-26.9	-73.4	-105.1
35:45:00	-2.0	-5.5	-12.2	-21.0	-2.0	55.7	-145.9	347.1	300.7	-32.8	-80.0	-106.9
35:50:00	2.7	-4.0	-20.2	-14.2	-21.3	2.8	-133.4	287.1	248.9	-39.9	-85.4	-100.2
35:55:00	3.8	-4.5	-24.6	-14.7	-21.3	-16.6	-134.0	176.5	209.3	-40.0	-87.7	-95.1
36:00:00	3.7	-5.1	-23.4	-21.3	-3.1	6.4	-142.4	88.8	172.4	-34.1	-84.2	-89.5
36:05:00	4.8	-5.7	-20.2	-24.0	18.6	23.1	-140.2	35.2	132.6	-33.1	-81.4	-75.7
36:10:00	4.5	-5.7	-17.1	-18.6	23.8	12.6	-132.6	19.4	85.6	-35.7	-87.2	-65.0
36:15:00	1.9	-7.4	-15.6	-10.6	13.7	-3.1	-143.2	58.3	57.5	-34.4	-84.6	-66.2
36:20:00	1.1	-8.5	-16.2	-9.3	-2.2	-5.0	-165.9	132.4	54.9	-32.0	-69.2	-69.8
36:25:00	2.7	-7.7	-18.3	-13.6	-10.0	-4.8	-179.2	196.1	51.8	-28.0	-67.8	-70.2
36:30:00	4.4	-5.4	-16.8	-15.0	3.1	-39.1	-170.8	230.4	46.2	-21.6	-84.6	-76.9
36:35:00	4.7	-2.6	-12.7	-15.1	19.6	-81.4	-148.9	256.9	31.3	-20.6	-98.3	-87.1
36:40:00	3.1	-4.2	-11.6	-17.3	15.9	-81.4	-138.4	287.7	-30.0	-25.6	-101.9	-87.7
36:45:00	2.1	-9.6	-15.0	-18.5	-4.5	-72.9	-149.4	299.0	-93.3	-27.6	-100.7	-83.3
36:50:00	3.0	-12.6	-17.8	-16.8	-24.5	-86.1	-176.0	275.7	-89.4	-26.9	-99.6	-79.1
36:55:00	3.7	-9.6	-16.2	-15.7	-20.9	-110.1	-195.8	234.5	-72.3	-28.5	-101.4	-79.8
37:00:00	4.1	-4.6	-13.2	-14.5	-0.3	-139.6	-178.9	203.0	-88.1	-30.7	-103.7	-88.9
37:05:00	3.1	-1.4	-13.0	-12.8	4.7	-173.3	-116.6	176.5	-112.1	-33.4	-102.5	-96.1
