#Time_points	A7	A10	A12	D7	D10	D12	F7	F10	F12	H7	H10	H12
40:20:00	213	377	296	821	7420	11200	3710	15500	17400	808	3050	1710
40:25:00	217	377	296	808	7430	11000	3730	15500	17300	811	3040	1740
40:30:00	206	373	292	815	7340	11100	3680	15500	17300	819	2990	1700
40:35:00	204	355	294	820	7310	10800	3640	15400	17200	774	2930	1710
40:40:00	204	355	286	806	7270	10800	3640	15300	17100	822	2940	1700
40:45:00	208	360	284	811	7230	10600	3600	15100	17100	784	2910	1690
40:50:00	206	353	296	813	7110	10700	3580	15100	17000	790	2880	1660
40:55:00	203	342	285	800	7090	10600	3560	14900	16800	771	2860	1600
41:00:00	206	364	285	774	7090	10500	3510	14900	16600	782	2840	1590
41:05:00	203	369	289	802	7010	10400	3480	14900	16500	766	2820	1600
41:10:00	197	338	285	777	7040	10200	3450	14700	16500	754	2810	1570
41:15:00	198	357	267	768	6950	10200	3440	14600	16300	738	2780	1540
41:20:00	198	344	270	771	6830	10200	3420	14700	16300	750	2760	1560
41:25:00	187	353	282	755	6850	10100	3420	14500	16200	741	2720	1560
41:30:00	197	342	274	752	6840	10100	3380	14500	16100	751	2700	1510
41:35:00	197	340	265	731	6740	10000	3340	14300	16000	747	2610	1510
